id,value1,value2
43771,79,39
43772,33,78
43773,61,31
43774,77,23
43775,35,22
43776,26,51
43777,27,87
43778,9,71
43779,75,79
43780,75,40
43781,2,56
43782,49,33
43783,65,99
43784,38,5
43785,6,87
43786,8,81
43787,60,58
43788,100,9
43789,59,86
43790,31,34
43791,73,1
43792,35,20
43793,63,60
43794,82,33
43795,38,65
43796,26,85
43797,73,88
43798,68,51
43799,14,99
43800,15,21
43801,32,55
43802,17,79
43803,67,38
43804,25,70
43805,5,29
43806,36,27
43807,18,77
43808,96,64
43809,12,58
43810,24,62
43811,44,62
43812,93,32
43813,95,40
43814,32,40
43815,90,91
43816,26,27
43817,1,29
43818,59,89
43819,34,75
43820,35,67
43821,44,23
43822,56,41
43823,44,73
43824,68,14
43825,88,26
43826,25,73
43827,83,74
43828,88,26
43829,55,83
43830,72,27
43831,26,14
43832,24,60
43833,29,67
43834,52,88
43835,74,70
43836,92,87
43837,20,79
43838,27,64
43839,93,85
43840,7,90
43841,6,27
43842,62,15
43843,13,86
43844,75,17
43845,41,17
43846,50,56
43847,98,27
43848,10,18
43849,54,74
43850,46,95
43851,4,97
43852,47,89
43853,92,38
43854,53,72
43855,1,31
43856,16,51
43857,68,42
43858,94,71
43859,48,88
43860,77,2
43861,34,20
43862,35,66
43863,90,36
43864,8,4
43865,2,12
43866,93,46
43867,27,10
43868,67,52
43869,73,82
43870,29,57
43871,6,38
43872,46,88
43873,30,52
43874,42,25
43875,91,53
43876,42,12
43877,84,46
43878,2,9
43879,1,32
43880,10,85
43881,38,26
43882,54,12
43883,10,49
43884,45,93
43885,87,47
43886,74,2
43887,9,75
43888,100,53
43889,4,32
43890,77,45
43891,22,51
43892,56,16
43893,29,6
43894,87,65
43895,62,52
43896,86,98
43897,65,75
43898,41,69
43899,2,25
43900,54,81
43901,31,57
43902,30,98
43903,51,17
43904,60,54
43905,85,92
43906,61,56
43907,23,54
43908,35,92
43909,68,11
43910,6,5
43911,30,18
43912,96,57
43913,44,38
43914,70,12
43915,94,54
43916,23,87
43917,59,13
43918,51,34
43919,29,66
43920,64,94
43921,33,39
43922,14,7
43923,42,87
43924,19,12
43925,81,99
43926,51,80
43927,81,79
43928,44,99
43929,81,15
43930,5,41
43931,36,97
43932,36,30
43933,90,95
43934,68,76
43935,33,32
43936,31,54
43937,3,79
43938,84,84
43939,39,94
43940,57,83
43941,69,66
43942,45,65
43943,94,54
43944,77,22
43945,67,89
43946,42,4
43947,12,59
43948,46,37
43949,29,45
43950,73,1
43951,53,100
43952,86,38
43953,92,40
43954,50,35
43955,47,80
43956,21,12
43957,67,81
43958,55,14
43959,51,71
43960,60,100
43961,39,46
43962,13,12
43963,47,83
43964,35,90
43965,63,38
43966,77,72
43967,80,45
43968,42,18
43969,54,77
43970,12,88
43971,73,57
43972,4,22
43973,87,44
43974,94,43
43975,98,93
43976,23,48
43977,78,94
43978,28,38
43979,53,12
43980,71,40
43981,75,46
43982,38,43
43983,15,57
43984,2,23
43985,61,27
43986,55,44
43987,64,61
43988,54,31
43989,3,9
43990,28,7
43991,87,52
43992,74,61
43993,66,71
43994,22,94
43995,62,7
43996,22,2
43997,79,92
43998,73,81
43999,100,33
44000,88,87
44001,50,79
44002,63,3
44003,38,86
44004,23,71
44005,51,32
44006,46,40
44007,16,71
44008,66,69
44009,96,88
44010,87,67
44011,83,47
44012,3,29
44013,32,52
44014,59,16
44015,75,17
44016,100,13
44017,99,4
44018,30,81
44019,94,31
44020,19,20
44021,42,88
44022,69,52
44023,8,54
44024,19,77
44025,29,42
44026,37,94
44027,51,78
44028,26,18
44029,7,76
44030,63,92
44031,65,59
44032,22,99
44033,94,93
44034,38,57
44035,72,9
44036,68,71
44037,60,77
44038,98,14
44039,56,89
44040,67,94
44041,39,23
44042,16,22
44043,81,100
44044,85,40
44045,25,15
44046,49,75
44047,5,9
44048,50,62
44049,46,47
44050,22,33
44051,65,21
44052,76,3
44053,78,42
44054,92,14
44055,25,91
44056,74,23
44057,76,46
44058,56,18
44059,47,96
44060,3,84
44061,59,71
44062,70,93
44063,25,100
44064,91,97
44065,66,76
44066,100,50
44067,31,54
44068,66,29
44069,58,51
44070,57,94
44071,33,21
44072,100,15
44073,54,79
44074,93,83
44075,9,73
44076,90,69
44077,50,70
44078,92,69
44079,87,81
44080,58,57
44081,73,99
44082,45,85
44083,10,2
44084,87,35
44085,71,74
44086,56,7
44087,85,22
44088,68,71
44089,61,20
44090,87,53
44091,66,34
44092,19,29
44093,48,69
44094,89,42
44095,35,52
44096,93,99
44097,27,98
44098,70,73
44099,80,92
44100,79,49
44101,70,17
44102,34,13
44103,52,1
44104,26,76
44105,84,26
44106,10,35
44107,32,60
44108,19,98
44109,35,74
44110,62,70
44111,40,100
44112,18,35
44113,2,69
44114,36,41
44115,44,59
44116,91,43
44117,71,100
44118,83,68
44119,97,57
44120,13,41
44121,68,6
44122,41,95
44123,16,14
44124,17,31
44125,83,50
44126,65,77
44127,86,13
44128,35,3
44129,100,71
44130,28,70
44131,17,77
44132,39,45
44133,26,63
44134,49,13
44135,64,37
44136,60,58
44137,12,27
44138,26,76
44139,14,20
44140,22,22
44141,36,50
44142,11,59
44143,64,63
44144,36,92
44145,97,95
44146,3,42
44147,56,27
44148,78,95
44149,5,45
44150,93,18
44151,100,69
44152,30,98
44153,73,61
44154,77,66
44155,78,43
44156,78,67
44157,89,89
44158,27,92
44159,32,2
44160,92,18
44161,49,58
44162,50,71
44163,77,60
44164,29,92
44165,92,23
44166,88,88
44167,61,16
44168,79,35
44169,94,13
44170,12,52
44171,75,92
44172,48,81
44173,75,51
44174,22,14
44175,77,22
44176,88,35
44177,69,6
44178,2,91
44179,71,54
44180,1,46
44181,83,42
44182,89,2
44183,47,23
44184,85,73
44185,22,92
44186,95,42
44187,99,45
44188,10,60
44189,22,31
44190,46,81
44191,15,24
44192,2,64
44193,5,3
44194,35,26
44195,85,89
44196,21,68
44197,50,51
44198,45,43
44199,30,86
44200,21,3
44201,36,91
44202,36,92
44203,97,19
44204,25,99
44205,66,3
44206,4,93
44207,82,14
44208,21,53
44209,44,99
44210,61,24
44211,63,92
44212,24,8
44213,79,28
44214,22,26
44215,31,89
44216,7,15
44217,36,34
44218,41,66
44219,42,1
44220,18,39
44221,13,24
44222,24,8
44223,90,20
44224,49,40
44225,38,61
44226,19,77
44227,65,85
44228,86,59
44229,43,5
44230,32,74
44231,63,19
44232,24,82
44233,3,96
44234,20,7
44235,69,56
44236,94,91
44237,75,8
44238,100,69
44239,87,2
44240,9,86
44241,12,23
44242,40,78
44243,98,44
44244,26,55
44245,74,76
44246,27,74
44247,42,64
44248,44,53
44249,15,59
44250,59,68
44251,60,56
44252,29,64
44253,45,22
44254,59,58
44255,4,44
44256,83,100
44257,17,6
44258,38,20
44259,57,13
44260,18,80
44261,44,70
44262,62,52
44263,58,51
44264,60,39
44265,84,73
44266,70,88
44267,100,58
44268,5,76
44269,21,27
44270,62,44
44271,28,65
44272,72,66
44273,6,62
44274,43,70
44275,15,86
44276,40,41
44277,38,77
44278,49,74
44279,49,62
44280,47,48
44281,73,6
44282,52,58
44283,16,75
44284,67,18
44285,43,82
44286,56,57
44287,50,15
44288,48,100
44289,54,7
44290,5,75
44291,59,78
44292,77,95
44293,47,99
44294,45,8
44295,53,67
44296,14,66
44297,96,37
44298,74,99
44299,74,89
44300,75,6
44301,37,56
44302,4,15
44303,93,33
44304,92,27
44305,19,50
44306,25,22
44307,23,27
44308,65,61
44309,95,79
44310,90,47
44311,89,58
44312,65,59
44313,23,38
44314,63,15
44315,14,28
44316,71,39
44317,40,89
44318,86,100
44319,96,72
44320,71,90
44321,19,12
44322,71,68
44323,24,17
44324,68,11
44325,30,14
44326,92,28
44327,72,69
44328,12,64
44329,18,68
44330,41,92
44331,62,54
44332,100,61
44333,62,61
44334,80,14
44335,70,91
44336,70,50
44337,28,87
44338,87,12
44339,43,86
44340,87,93
44341,42,51
44342,54,66
44343,99,98
44344,17,98
44345,91,69
44346,80,64
44347,51,38
44348,14,8
44349,42,5
44350,77,63
44351,20,59
44352,2,65
44353,64,35
44354,53,65
44355,65,61
44356,42,49
44357,24,36
44358,96,24
44359,46,50
44360,11,37
44361,48,98
44362,39,84
44363,14,46
44364,93,31
44365,66,30
44366,97,31
44367,69,68
44368,16,92
44369,34,100
44370,64,76
44371,66,82
44372,43,24
44373,21,40
44374,47,77
44375,60,56
44376,2,17
44377,13,64
44378,93,6
44379,41,77
44380,24,79
44381,95,59
44382,44,16
44383,22,69
44384,82,8
44385,31,95
44386,55,38
44387,44,9
44388,54,20
44389,6,18
44390,47,53
44391,89,40
44392,96,74
44393,28,39
44394,53,58
44395,51,91
44396,56,90
44397,29,63
44398,7,14
44399,74,8
44400,63,69
44401,94,66
44402,48,50
44403,59,34
44404,84,100
44405,3,10
44406,64,84
44407,82,29
44408,11,52
44409,40,84
44410,29,39
44411,5,75
44412,80,66
44413,30,12
44414,15,66
44415,5,61
44416,53,3
44417,56,99
44418,63,34
44419,74,20
44420,7,62
44421,69,75
44422,61,70
44423,29,51
44424,82,89
44425,58,14
44426,20,69
44427,17,65
44428,82,19
44429,18,23
44430,71,68
44431,46,34
44432,99,92
44433,50,6
44434,73,57
44435,90,48
44436,61,24
44437,42,81
44438,49,30
44439,28,97
44440,16,29
44441,18,93
44442,14,71
44443,13,40
44444,61,36
44445,13,73
44446,72,57
44447,47,80
44448,61,97
44449,97,5
44450,53,57
44451,83,75
44452,68,82
44453,71,96
44454,26,22
44455,13,93
44456,91,76
44457,50,48
44458,9,38
44459,6,72
44460,60,19
44461,59,58
44462,42,50
44463,97,10
44464,75,12
44465,17,11
44466,100,95
44467,92,22
44468,34,24
44469,34,72
44470,9,24
44471,85,7
44472,91,22
44473,49,98
44474,8,98
44475,60,41
44476,54,51
44477,10,75
44478,75,88
44479,35,92
44480,50,41
44481,24,21
44482,11,69
44483,30,76
44484,85,86
44485,57,12
44486,81,5
44487,30,54
44488,61,20
44489,47,33
44490,24,72
44491,35,40
44492,97,19
44493,95,32
44494,70,1
44495,62,13
44496,12,91
44497,64,26
44498,61,53
44499,30,18
44500,91,65
44501,81,87
44502,13,18
44503,87,68
44504,88,71
44505,13,71
44506,76,29
44507,1,9
44508,91,71
44509,72,29
44510,80,21
44511,43,43
44512,9,12
44513,90,85
44514,64,1
44515,96,16
44516,18,3
44517,51,56
44518,92,46
44519,66,94
44520,57,33
44521,73,15
44522,45,84
44523,41,80
44524,91,26
44525,21,14
44526,58,89
44527,88,12
44528,72,54
44529,43,41
44530,89,69
44531,24,81
44532,23,4
44533,94,4
44534,31,89
44535,63,70
44536,10,24
44537,62,52
44538,15,46
44539,35,4
44540,34,48
44541,61,40
44542,24,97
44543,78,60
44544,83,28
44545,88,60
44546,77,21
44547,27,50
44548,38,24
44549,44,76
44550,1,56
44551,47,31
44552,4,12
44553,79,41
44554,71,58
44555,4,53
44556,44,27
44557,54,50
44558,5,78
44559,39,95
44560,71,95
44561,44,87
44562,25,36
44563,41,40
44564,9,54
44565,27,36
44566,61,54
44567,73,40
44568,83,34
44569,51,82
44570,14,63
44571,43,53
44572,66,79
44573,86,70
44574,63,69
44575,15,53
44576,100,30
44577,54,32
44578,79,14
44579,45,9
44580,72,62
44581,96,31
44582,12,6
44583,23,63
44584,82,14
44585,49,44
44586,7,45
44587,85,29
44588,59,44
44589,84,44
44590,77,75
44591,82,44
44592,53,2
44593,2,54
44594,59,60
44595,92,55
44596,86,38
44597,87,65
44598,95,59
44599,77,32
44600,87,39
44601,13,37
44602,67,77
44603,75,50
44604,11,46
44605,80,35
44606,23,25
44607,32,1
44608,36,58
44609,54,16
44610,89,80
44611,79,56
44612,39,68
44613,44,42
44614,19,4
44615,24,17
44616,68,82
44617,39,98
44618,100,29
44619,48,58
44620,78,20
44621,68,97
44622,28,5
44623,55,65
44624,94,88
44625,43,31
44626,67,56
44627,60,19
44628,22,39
44629,63,16
44630,27,23
44631,43,8
44632,85,21
44633,26,1
44634,71,13
44635,13,48
44636,38,94
44637,26,87
44638,89,9
44639,45,34
44640,11,84
44641,34,57
44642,98,77
44643,63,49
44644,56,88
44645,83,79
44646,10,64
44647,83,76
44648,49,90
44649,41,57
44650,79,41
44651,58,22
44652,9,38
44653,54,64
44654,88,48
44655,30,92
44656,68,71
44657,18,47
44658,84,51
44659,81,88
44660,67,54
44661,26,16
44662,54,31
44663,19,37
44664,82,80
44665,24,88
44666,51,42
44667,93,19
44668,12,43
44669,21,71
44670,38,53
44671,65,26
44672,63,99
44673,27,9
44674,87,21
44675,12,51
44676,56,17
44677,65,2
44678,42,9
44679,66,15
44680,37,22
44681,1,69
44682,43,6
44683,28,86
44684,82,91
44685,67,83
44686,17,51
44687,95,52
44688,79,45
44689,38,74
44690,78,79
44691,77,5
44692,76,86
44693,6,76
44694,96,82
44695,74,61
44696,85,65
44697,56,79
44698,82,56
44699,71,75
44700,71,56
44701,40,13
44702,8,68
44703,50,41
44704,99,2
44705,75,41
44706,15,51
44707,26,98
44708,86,12
44709,38,76
44710,18,97
44711,44,9
44712,100,9
44713,22,23
44714,87,30
44715,31,61
44716,60,20
44717,82,84
44718,98,67
44719,55,15
44720,84,93
44721,57,31
44722,80,58
44723,100,16
44724,24,13
44725,26,25
44726,65,76
44727,37,36
44728,99,36
44729,98,59
44730,50,69
44731,63,31
44732,70,14
44733,77,28
44734,43,67
44735,14,14
44736,8,47
44737,56,100
44738,60,15
44739,46,58
44740,64,99
44741,39,24
44742,1,75
44743,1,8
44744,30,98
44745,57,92
44746,66,90
44747,30,11
44748,62,95
44749,90,32
44750,57,13
44751,30,3
44752,91,83
44753,85,83
44754,89,39
44755,18,34
44756,57,21
44757,83,26
44758,80,89
44759,37,83
44760,17,68
44761,4,3
44762,50,7
44763,99,6
44764,97,20
44765,45,19
44766,63,99
44767,94,79
44768,95,92
44769,95,44
44770,26,81
44771,69,21
44772,61,3
44773,93,23
44774,38,63
44775,21,68
44776,66,66
44777,67,43
44778,98,11
44779,75,84
44780,20,65
44781,76,34
44782,29,79
44783,32,60
44784,48,62
44785,95,91
44786,5,7
44787,95,16
44788,61,54
44789,50,59
44790,51,16
44791,74,48
44792,97,90
44793,64,29
44794,28,36
44795,42,85
44796,15,4
44797,22,10
44798,3,46
44799,25,95
44800,36,35
44801,16,49
44802,77,70
44803,97,40
44804,77,38
44805,49,17
44806,97,97
44807,42,58
44808,49,64
44809,63,51
44810,91,80
44811,81,51
44812,13,42
44813,1,77
44814,99,43
44815,84,6
44816,30,7
44817,14,94
44818,32,3
44819,31,45
44820,63,49
44821,27,95
44822,85,16
44823,5,47
44824,81,95
44825,99,82
44826,84,89
44827,58,41
44828,81,38
44829,9,10
44830,63,37
44831,33,41
44832,92,43
44833,9,18
44834,34,27
44835,6,75
44836,29,88
44837,72,83
44838,49,76
44839,34,33
44840,16,96
44841,100,71
44842,98,69
44843,41,63
44844,29,2
44845,20,85
44846,4,85
44847,23,64
44848,94,61
44849,83,48
44850,47,75
44851,55,73
44852,17,70
44853,23,45
44854,86,10
44855,50,55
44856,100,74
44857,7,12
44858,54,42
44859,18,73
44860,81,21
44861,75,36
44862,25,45
44863,29,39
44864,99,68
44865,82,87
44866,51,44
44867,87,15
44868,44,24
44869,82,33
44870,88,16
44871,46,66
44872,91,57
44873,27,65
44874,67,78
44875,89,8
44876,44,69
44877,82,13
44878,11,21
44879,8,17
44880,49,28
44881,33,67
44882,8,31
44883,93,32
44884,18,94
44885,29,73
44886,15,73
44887,88,18
44888,71,43
44889,17,27
44890,82,13
44891,49,85
44892,14,58
44893,16,20
44894,35,93
44895,90,53
44896,4,6
44897,55,44
44898,15,21
44899,31,77
44900,45,20
44901,72,43
44902,17,42
44903,53,99
44904,63,34
44905,4,10
44906,8,34
44907,59,19
44908,90,59
44909,97,68
44910,49,30
44911,92,2
44912,67,72
44913,7,2
44914,6,11
44915,88,79
44916,73,60
44917,14,29
44918,3,67
44919,67,71
44920,33,95
44921,75,86
44922,49,5
44923,81,96
44924,35,92
44925,2,99
44926,75,100
44927,83,56
44928,71,51
44929,77,44
44930,82,81
44931,11,84
44932,65,100
44933,39,43
44934,91,60
44935,33,65
44936,94,29
44937,17,30
44938,72,9
44939,42,47
44940,18,26
44941,55,86
44942,64,61
44943,58,28
44944,83,34
44945,10,77
44946,23,21
44947,49,80
44948,52,71
44949,4,55
44950,53,61
44951,47,44
44952,59,88
44953,47,19
44954,44,30
44955,6,5
44956,50,39
44957,39,52
44958,96,16
44959,12,85
44960,28,50
44961,57,10
44962,21,98
44963,46,86
44964,90,60
44965,48,40
44966,3,97
44967,91,41
44968,54,38
44969,83,9
44970,87,31
44971,57,5
44972,99,49
44973,27,80
44974,89,81
44975,69,13
44976,6,8
44977,39,31
44978,59,35
44979,74,17
44980,45,84
44981,86,20
44982,57,11
44983,4,29
44984,56,3
44985,56,63
44986,33,5
44987,57,81
44988,12,38
44989,11,84
44990,93,68
44991,76,11
44992,79,21
44993,1,41
44994,17,98
44995,31,48
44996,93,16
44997,63,89
44998,60,76
44999,88,15
45000,70,36
45001,28,34
45002,90,38
45003,25,28
45004,24,28
45005,43,80
45006,5,49
45007,22,22
45008,92,87
45009,14,28
45010,47,8
45011,90,3
45012,28,24
45013,21,61
45014,78,78
45015,58,40
45016,10,46
45017,73,17
45018,73,73
45019,64,77
45020,48,48
45021,82,16
45022,28,51
45023,3,67
45024,46,85
45025,8,85
45026,97,48
45027,91,13
45028,72,80
45029,31,24
45030,18,87
45031,82,49
45032,60,41
45033,15,90
45034,9,70
45035,99,47
45036,96,81
45037,7,97
45038,7,79
45039,10,52
45040,2,77
45041,83,78
45042,16,90
45043,11,68
45044,66,81
45045,72,87
45046,81,12
45047,99,59
45048,62,87
45049,46,77
45050,17,41
45051,3,5
45052,89,29
45053,25,45
45054,47,65
45055,27,55
45056,37,92
45057,74,35
45058,97,50
45059,75,85
45060,23,47
45061,22,21
45062,54,17
45063,23,89
45064,70,45
45065,22,27
45066,12,11
45067,33,88
45068,56,98
45069,59,49
45070,56,51
45071,88,12
45072,37,42
45073,68,74
45074,15,31
45075,36,70
45076,74,44
45077,53,40
45078,62,81
45079,48,89
45080,96,39
45081,79,7
45082,45,75
45083,80,96
45084,47,12
45085,33,100
45086,6,90
45087,63,81
45088,69,94
45089,23,26
45090,54,87
45091,57,56
45092,43,46
45093,86,54
45094,88,65
45095,63,2
45096,98,92
45097,82,28
45098,92,98
45099,97,9
45100,57,66
45101,26,8
45102,30,3
45103,1,99
45104,41,42
45105,75,99
45106,26,76
45107,6,82
45108,66,27
45109,16,87
45110,49,65
45111,50,46
45112,93,100
45113,16,91
45114,76,7
45115,84,6
45116,58,61
45117,73,30
45118,54,43
45119,15,92
45120,37,4
45121,69,77
45122,34,92
45123,19,43
45124,85,91
45125,75,14
45126,60,24
45127,29,95
45128,76,56
45129,55,39
45130,28,56
45131,93,20
45132,4,70
45133,87,53
45134,92,85
45135,78,76
45136,7,14
45137,17,1
45138,78,35
45139,67,84
45140,13,58
45141,9,24
45142,53,71
45143,91,15
45144,38,30
45145,78,98
45146,53,100
45147,2,81
45148,56,48
45149,19,86
45150,95,13
45151,31,31
45152,63,92
45153,83,82
45154,77,45
45155,77,12
45156,61,59
45157,22,61
45158,40,19
45159,42,97
45160,93,58
45161,77,11
45162,9,93
45163,49,77
45164,71,45
45165,30,69
45166,68,54
45167,62,22
45168,3,76
45169,32,96
45170,53,66
45171,67,94
45172,3,67
45173,16,30
45174,67,88
45175,30,35
45176,18,13
45177,31,6
45178,35,87
45179,36,96
45180,97,6
45181,9,14
45182,87,85
45183,81,78
45184,68,88
45185,54,47
45186,26,43
45187,57,52
45188,39,16
45189,75,71
45190,23,52
45191,26,74
45192,52,20
45193,18,36
45194,77,94
45195,80,23
45196,9,6
45197,93,25
45198,28,13
45199,24,98
45200,17,12
45201,59,99
45202,62,61
45203,14,57
45204,24,49
45205,93,99
45206,81,17
45207,94,37
45208,85,93
45209,56,54
45210,17,53
45211,6,82
45212,26,65
45213,55,67
45214,79,37
45215,61,66
45216,54,65
45217,70,54
45218,45,29
45219,99,81
45220,30,1
45221,61,77
45222,22,82
45223,5,89
45224,65,100
45225,92,67
45226,92,87
45227,22,99
45228,78,95
45229,9,68
45230,36,82
45231,59,12
45232,2,60
45233,48,35
45234,51,22
45235,70,51
45236,75,24
45237,71,7
45238,5,20
45239,20,18
45240,9,11
45241,75,21
45242,31,89
45243,95,89
45244,37,84
45245,7,27
45246,30,31
45247,17,5
45248,88,45
45249,53,36
45250,77,40
45251,46,29
45252,77,3
45253,23,93
45254,80,67
45255,72,73
45256,13,14
45257,7,4
45258,27,68
45259,66,88
45260,78,2
45261,78,93
45262,84,71
45263,100,64
45264,74,88
45265,65,83
45266,58,65
45267,7,96
45268,79,99
45269,12,87
45270,4,70
45271,78,94
45272,86,35
45273,48,74
45274,11,79
45275,28,28
45276,54,88
45277,8,44
45278,3,23
45279,82,48
45280,26,25
45281,67,39
45282,33,39
45283,63,49
45284,79,26
45285,53,24
45286,65,41
45287,3,92
45288,85,3
45289,55,79
45290,84,83
45291,15,99
45292,71,63
45293,95,26
45294,24,6
45295,93,88
45296,100,76
45297,27,27
45298,37,68
45299,19,48
45300,98,31
45301,69,42
45302,57,63
45303,36,15
45304,76,77
45305,30,23
45306,98,82
45307,31,9
45308,99,45
45309,9,28
45310,53,9
45311,48,36
45312,4,100
45313,59,62
45314,74,76
45315,6,63
45316,85,21
45317,37,76
45318,23,97
45319,31,29
45320,91,76
45321,76,16
45322,60,16
45323,100,86
45324,69,92
45325,44,23
45326,43,57
45327,83,57
45328,79,3
45329,14,62
45330,100,8
45331,38,75
45332,40,72
45333,53,89
45334,19,50
45335,82,98
45336,16,41
45337,100,64
45338,54,95
45339,29,50
45340,41,34
45341,5,95
45342,19,59
45343,65,5
45344,93,28
45345,11,78
45346,98,71
45347,59,79
45348,39,73
45349,39,49
45350,17,47
45351,26,53
45352,2,14
45353,2,2
45354,8,39
45355,74,92
45356,82,29
45357,72,75
45358,52,98
45359,97,96
45360,23,7
45361,88,47
45362,26,65
45363,86,46
45364,72,65
45365,62,81
45366,41,32
45367,95,91
45368,63,90
45369,75,57
45370,37,99
45371,94,54
45372,31,73
45373,53,11
45374,59,99
45375,95,33
45376,36,9
45377,11,38
45378,88,77
45379,31,77
45380,48,64
45381,99,42
45382,49,56
45383,19,49
45384,39,72
45385,45,60
45386,37,45
45387,27,78
45388,68,42
45389,25,19
45390,21,49
45391,64,70
45392,43,50
45393,83,43
45394,26,23
45395,4,33
45396,58,41
45397,4,41
45398,26,6
45399,15,68
45400,30,46
45401,30,27
45402,45,88
45403,50,30
45404,79,89
45405,92,18
45406,47,90
45407,80,95
45408,47,77
45409,56,17
45410,83,19
45411,27,70
45412,84,61
45413,91,76
45414,40,50
45415,16,6
45416,62,58
45417,94,32
45418,89,47
45419,91,63
45420,18,11
45421,72,75
45422,44,8
45423,29,71
45424,8,5
45425,20,33
45426,23,80
45427,7,62
45428,70,49
45429,22,95
45430,88,18
45431,48,48
45432,18,85
45433,88,95
45434,62,82
45435,56,41
45436,81,84
45437,24,95
45438,98,36
45439,88,80
45440,96,80
45441,36,36
45442,84,38
45443,98,97
45444,10,31
45445,34,71
45446,44,6
45447,84,59
45448,31,70
45449,92,2
45450,90,23
45451,68,6
45452,68,74
45453,17,3
45454,6,84
45455,80,85
45456,20,70
45457,43,87
45458,69,69
45459,16,66
45460,28,39
45461,100,35
45462,75,6
45463,29,95
45464,70,31
45465,31,45
45466,16,2
45467,41,10
45468,59,46
45469,77,66
45470,76,19
45471,17,27
45472,91,97
45473,22,8
45474,18,39
45475,94,91
45476,70,78
45477,68,48
45478,85,85
45479,66,74
45480,16,3
45481,37,64
45482,90,33
45483,96,69
45484,10,46
45485,100,80
45486,9,4
45487,92,6
45488,62,80
45489,34,64
45490,90,12
45491,14,83
45492,91,66
45493,79,3
45494,73,63
45495,27,29
45496,66,48
45497,20,44
45498,85,68
45499,32,97
45500,99,85
45501,81,15
45502,63,55
45503,58,4
45504,30,13
45505,39,12
45506,71,75
45507,72,48
45508,30,84
45509,67,22
45510,59,79
45511,12,92
45512,39,73
45513,23,79
45514,77,39
45515,27,47
45516,85,64
45517,40,33
45518,23,55
45519,2,47
45520,13,5
45521,96,75
45522,20,83
45523,78,62
45524,2,27
45525,14,55
45526,14,28
45527,32,92
45528,69,61
45529,7,70
45530,26,38
45531,78,6
45532,55,29
45533,30,48
45534,18,1
45535,89,34
45536,12,74
45537,89,81
45538,28,70
45539,4,44
45540,59,16
45541,16,82
45542,23,91
45543,59,43
45544,11,79
45545,98,55
45546,48,72
45547,68,54
45548,30,72
45549,61,8
45550,50,84
45551,32,93
45552,11,9
45553,94,32
45554,68,37
45555,51,3
45556,49,1
45557,24,17
45558,44,25
45559,35,1
45560,16,15
45561,6,37
45562,44,62
45563,98,79
45564,25,58
45565,44,100
45566,41,60
45567,97,91
45568,45,70
45569,61,44
